"","rep.NA..length.out_f...1...","rep.NA..length.out_f...1....1","rep.NA..length.out_f...1....2"
"1",0.1,0.1,0.1
"2",0.0972448960681496,0.0956771602549763,0.0935501047000606
"3",0.0945686923568481,0.0915409337224754,0.0875167272849573
"4",0.091970378046962,0.0875854112241125,0.0818730968371138
"5",0.0894488004329547,0.0838037710296715,0.0765930043617257
"6",0.0870030067620334,0.0801901958159402,0.0716534446888627
"7",0.0846320688729743,0.0767388730669786,0.0670324068626626
"8",0.0823351164549551,0.0734441702102196,0.0627093371295959
"9",0.0801113502623468,0.0703006787017261,0.058665094446918
"10",0.0779600338436603,0.0673031759225829,0.054881684446998
"11",0.0758804983951405,0.0644466415839142,0.0513422790337753
"12",0.0738721459841405,0.0617262618362115,0.048031143634471
"13",0.0719344494882251,0.0591374281233078,0.0449335580286151
"14",0.0700669525901979,0.0566757372240994,0.0420357517728049
"15",0.0682692686861192,0.054336990424987,0.0393248430526043
"16",0.0665410784950125,0.0521171917968045,0.0367887815714572
"17",0.064882126210678,0.0500125455423822,0.0344162952520323
"18",0.0632922139670992,0.048019452286172,0.0321968405115832
"19",0.0617711944082234,0.0461345041646725,0.0301205559650429
"20",0.0603189611734208,0.0443544785521221,0.0281782194494017
"21",0.0589354371494377,0.0426763302413193,0.0263612046639449
"22",0.0576205604032103,0.0410971818999677,0.0246614663179854
"23",0.0563742671609243,0.0396143164133944,0.023071473499228
"24",0.0551964740817005,0.0382251532750597,0.0215841928701989
"25",0.0540870575856771,0.0369272395858517,0.0201930723828397
"26",0.053045831851283,0.0357182348910009,0.0188920057971793
"27",0.0520725319000454,0.034595885080295,0.0176753479339457
"28",0.0511667744291222,0.0335580203593125,0.0165379269500935
"29",0.0503280496070763,0.0326025098640342,0.0154750021916747
"30",0.0495556978260612,0.0317272514671995,0.0144823236487177
"31",0.0488488899605234,0.0309301505837893,0.0135561833291492
"32",0.0482066150446779,0.0302091015160093,0.0126934886825838
"33",0.0476276701124594,0.0295619694326593,0.0118918738876407
"34",0.0471106572376075,0.0289865785587724,0.0111498326420173
"35",0.046653986327875,0.0284807040743357,0.0104668830219283
"36",0.0462558827304004,0.028042067360599,0.00984375530486205
"37",0.0459144010469126,0.027668336749246,0.00928259376928184
"38",0.0456274438033644,0.0273571326581362,0.00878717519519838
"39",0.0453927844769632,0.0271060370470357,0.00836316254040372
"40",0.0452080932845385,0.0269126059965343,0.00801844274082596
"41",0.045070964749093,0.0267743847108547,0.00776364665683671
"42",0.0449789461118884,0.0266889242483984,0.00761301076786603
"43",0.0449295652821014,0.0266537988642937,0.00758543830547211
"44",0.0449203495471917,0.0266665055495958,0.00769398306927604
"45",0.0449487447295459,0.0267239776575597,0.0079355143160682
"46",0.0450118898839005,0.0268228253099337,0.00830911186686017
"47",0.0451072237803049,0.0269602137343401,0.00882308052703967
"48",0.0452322158778266,0.0271333662263104,0.00948705018774504
"49",0.0453845597473524,0.027339834948312,0.0103171820681986
"50",0.0455621102434947,0.0275773851908561,0.0113343642561859
"51",0.0457628772930841,0.027843989869524,0.0125645724100056
"52",0.0459850270943233,0.0281378137821913,0.0140393468367795
"53",0.0462268740627377,0.0284571980578277,0.0157961378087832
"54",0.0464868732155223,0.0288006456967501,0.017878693888589
"55",0.0467636121458145,0.0291668080844872,0.0203373760942365
"56",0.0470558027247876,0.0295544724605245,0.0232293141833579
"57",0.0473622727347352,0.0299625503027937,0.0266183072502901
"58",0.0476819575753807,0.0303900665863576,0.0305743512185913
